0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-513.5198364257812,63.119510650634766,-6.124093055725098,10.814539909362793,0.7826700806617737,-5.806887626647949,-9.440474510192871,-13.207558631896973,-20.64757537841797,-3.5779201984405518,-3.85683274269104,-7.951563358306885,-1.385221242904663,-7.717223167419434,-7.717461585998535,0.15209782123565674,-13.163692474365234,-4.506589889526367,-1.8957208395004272,-4.7324652671813965,male_surprise
-312.95131653662975,24.766568800435376,6.897115770802062,6.584561875516204,-0.1043237906759978,-3.3989477485227586,-4.619741462644846,-9.32333625788498,-10.621159387938125,-5.2662104793835,-2.8199671096823895,-2.285881097856321,-1.4464841841560432,-3.1906564369986508,-2.578677134764908,-0.9377414347259266,-5.0380577302323,-3.3928809044874435,-0.017568843165511248,-3.4877736285166723,male_surprise
-565.1665649414062,58.735198974609375,-8.387446403503418,9.642973899841309,-1.872633695602417,-6.8534417152404785,-12.131957054138184,-16.304418563842773,-20.275737762451172,-1.4760658740997314,-3.981321334838867,-6.5194091796875,-2.9558498859405518,-8.9066801071167,-4.256659507751465,-2.4974477291107178,-14.484078407287598,-1.5188342332839966,-4.049216270446777,-8.774246215820312,male_surprise
-603.98291015625,72.21561431884766,-0.6932503581047058,11.239616394042969,6.166301727294922,-3.493288278579712,-8.200874328613281,-9.026698112487793,-13.25469970703125,-8.109745979309082,-0.3790608048439026,-7.217809677124023,-1.131737470626831,-6.677114009857178,-6.218823432922363,0.11526805907487869,-11.347705841064453,-5.193700313568115,-3.658669948577881,-4.108804702758789,male_surprise
-375.1666816696466,23.734514698751713,8.44080358588902,7.151973611364256,3.2762969894367755,-1.4402082533401552,-4.269249886576089,-6.181685988271102,-6.608384235981203,-5.287478812297383,-1.9617484817155033,-1.8190908027531039,-1.930041149716242,-3.283273654348435,-2.692253365326469,-1.5866391828075865,-4.502082160033489,-3.9287386819203913,-1.614633469131354,-3.034319242536026,male_surprise
-660.0393676757812,70.92372131347656,-3.274515151977539,11.296185493469238,2.5162994861602783,-5.896087646484375,-10.463762283325195,-10.880389213562012,-14.644096374511719,-5.805988311767578,-1.4874125719070435,-8.629535675048828,-1.9124271869659424,-8.36467456817627,-4.027429580688477,-2.068283796310425,-12.390512466430664,-3.219111204147339,-3.6768667697906494,-5.699891090393066,male_surprise
-504.72857666015625,63.53665542602539,-2.2850022315979004,16.486406326293945,-0.6274614930152893,-2.5060274600982666,-7.373691082000732,-9.168726921081543,-18.82611846923828,-5.73539924621582,-5.149786949157715,-6.2109293937683105,-1.4504942893981934,-7.55794620513916,-3.272791862487793,-0.844856321811676,-10.869834899902344,-3.8936870098114014,-3.1209912300109863,-6.15305233001709,male_angry
-459.2096068466704,52.75940345144402,1.1320036235303952,14.559760446441581,-0.34589901816882795,-2.9827794143504187,-6.350318294370795,-9.248737690312716,-17.118502819990546,-7.244916784116289,-4.814897616015378,-5.814816116043083,-2.2601968069623055,-6.905171475315783,-3.962593281500202,-1.2597217307439879,-10.54325277318987,-4.560054402436739,-2.1172544456869207,-6.838754640864926,male_angry
-553.3677368164062,60.46623229980469,-4.089690208435059,14.045783042907715,-4.7463250160217285,-3.112881660461426,-11.042220115661621,-13.60721492767334,-19.896684646606445,-4.158695697784424,-6.209417343139648,-4.831374645233154,-2.4781270027160645,-7.2600202560424805,-2.604548454284668,-3.894418716430664,-12.208534240722656,-2.0519704818725586,-4.196816921234131,-7.303441047668457,male_angry
-526.16748046875,83.84578704833984,-6.205264091491699,22.149709701538086,8.623187065124512,-1.4347134828567505,-5.779510021209717,-14.535985946655273,-15.195955276489258,-2.2708349227905273,-2.666264295578003,-2.680222511291504,-0.44923844933509827,-6.124558448791504,0.2614741623401642,-0.3387559950351715,-4.711349964141846,-5.393368721008301,-0.7170827388763428,2.03604793548584,male_fear
